,y,text,text_pt,contains_url,word_count,target,predictions
302,positive,"This new representation extends Comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide .","Esta nova representação estende a presença global da Comptel a um total de 18 países, atendendo a mais de 250 clientes em mais de 80 países em todo o mundo.",False,30,2,positive
1799,neutral,Nordea Bank has a large share and vast experience in the Nordic credit card market .,O Nordea Bank possui uma grande participação e vasta experiência no mercado nórdico de cartões de crédito.,False,17,1,positive
3371,neutral,The value of the order is around EUR 100 million .,O valor do pedido é de cerca de EUR 100 milhões.,False,11,1,neutral
1685,neutral,"We went to the market with yield guidance of the 7.25 % area , which gave us the flexibility to go up or down by 1-8th .","Fomos ao mercado com guidance de yield de 7,25% da área, o que nos deu flexibilidade para subir ou descer de 1 a 8º.",False,24,1,neutral
2035,neutral,The Finnish company claims to have over a quarter of a million contented Tulikivi fireplace business and homeowners worldwide .,A empresa finlandesa afirma ter mais de 250.000 negócios e proprietários de residências em Tulikivi satisfeitos em todo o mundo.,False,20,1,positive
3589,neutral,High winds also toppled three semi-trailers on I-15 north of Barstow .,Os ventos fortes também derrubaram três semirreboques na I-15 ao norte de Barstow.,False,13,1,negative
1568,neutral,Pharmaceuticals - Czech Republic This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Czech Republic .,Produtos farmacêuticos - República Tcheca Esta nova análise de mercado oferece uma visão geral clara da situação real e das perspectivas futuras do mercado farmacêutico na República Tcheca.,False,28,1,neutral
3730,neutral,Talentum acquired a 47.5 pct stake in Varesvuo Partners in 1997 and the remaining in 2002 and 2005 .,"A Talentum adquiriu uma participação de 47,5 por cento na Varesvuo Partners em 1997 e o restante em 2002 e 2005.",False,21,1,neutral
61,neutral,"`` The new agreement is a continuation to theagreement signed earlier this year with the Lemminkainen Group , whereby Cramo acquired the entire construction machine fleet ofLemminkainen Talo Oy Ita - ja Pohjois Suomo , and signed asimilar agreement , '' said Tatu Hauhio , managing director ofCramo Finland .","“O novo acordo é uma continuação do acordo assinado no início deste ano com o Grupo Lemminkainen, por meio do qual a Cramo adquiriu toda a frota de máquinas de construção da Lemminkainen Talo Oy Ita-ja Pohjois Suomo, e assinou um acordo semelhante”, disse Tatu Hauhio, diretor administrativo da Cramo Finlândia.",False,51,1,positive
1413,neutral,The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .,As ações têm direito a dividendos e outros direitos de acionistas a partir do seu registro no Registro Comercial Finlandês.,False,20,1,neutral
1093,neutral,The issuer is solely responsible for the content of this announcement .,O emissor é o único responsável pelo conteúdo deste anúncio.,False,10,1,neutral
4582,neutral,Sales fell abroad but increased in Finland .,"As vendas caíram no exterior, mas aumentaram na Finlândia.",False,9,1,negative
736,positive,`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,`` Nosso cliente está satisfeito com a solução Basware Invoice Automation e estende a implementação para novas geografias.,False,18,2,positive
3645,neutral,Lieksaare Oy has earlier been regarded under the control of Saarelainen Oy and the individual shareholders under the shareholder agreement .,A Lieksaare Oy foi anteriormente considerada sob o controle da Saarelainen Oy e dos acionistas individuais sob o acordo de acionistas.,False,21,1,neutral
1204,neutral,"During the past 10 years the factory has produced many of Nokia 's most popular models including the Nokia 2760 , the Nokia 6300 as well as Nokia 's latest music device the Nokia 5800 Express Music .","Durante os últimos 10 anos, a fábrica produziu muitos dos modelos mais populares da Nokia, incluindo o Nokia 2760, o Nokia 6300, bem como o mais recente aparelho de música da Nokia, o Nokia 5800 Express Music.",False,37,1,neutral
4669,negative,Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,"As vendas líquidas diminuíram para EUR 220,5 milhões de EUR 470,0 milhões no período correspondente em 2009.",False,17,0,negative
3190,neutral,"The company will also shut one paper machine in Finland and one in Austria , as well as two label paper machines in Finland for up to 10 months , Helsinki-based UPM said yesterday .","A empresa também fechará uma máquina de papel na Finlândia e uma na Áustria, bem como duas máquinas de papel para etiquetas na Finlândia por até 10 meses, disse a UPM com sede em Helsinque.",False,35,1,negative
2569,neutral,Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,A Teleste foi criada em 1954 e está dividida nas áreas de negócios Broadband Cable Networks e Video Networks.,False,19,1,neutral
3736,neutral,"Thanks to its extensive industry and operations experience , Cybercom offers strategic and technological expertise to these markets : telecom , industry , media , public sector , retail , and banking and financial services .","Graças à sua ampla experiência no setor e em operações, a Cybercom oferece expertise estratégica e tecnológica para esses mercados: telecomunicações, indústria, mídia, setor público, varejo e serviços bancários e financeiros.",False,31,1,neutral
2806,neutral,Aspo serves demanding business-to-business customers .,A Aspo atende a clientes exigentes entre empresas.,False,8,1,neutral
1863,neutral,The winners included the Honda Odyssey for minivan and the Nissan Armada for large SUV .,Os vencedores incluíram o Honda Odyssey para minivan e o Nissan Armada para SUV de grande porte.,False,17,1,neutral
4177,negative,In addition the production personnel of the Sport Division have been given a temporary lay-off warning .,"Além disso, o pessoal de produção da Divisão de Esportes recebeu um aviso de dispensa temporária.",False,16,0,negative
2613,neutral,"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia .","O desenvolvimento do parque tecnológico, que se especializará em telecomunicações e tecnologias da informação, faz parte do programa estadual de formação de technoparks para setores de alta tecnologia na Rússia.",False,30,1,neutral
4607,negative,The measures result from decreased demand in technical design and product information .,As medidas resultam da diminuição da demanda por projetos técnicos e informações sobre produtos.,False,14,0,neutral
1951,neutral,Our purchase to pay solutions enable companies to gain visibility and control over business-critical financial processes .,Nossas soluções de compra para pagar permitem que as empresas ganhem visibilidade e controle sobre os processos financeiros essenciais aos negócios.,False,21,1,neutral
4668,negative,"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .","O lucro líquido nos três meses até 31 de março caiu para (x20ac) 103 milhões (US $ 165 milhões) de (x20ac) 131 milhões um ano antes, disse a empresa finlandesa.",False,30,0,negative
434,neutral,It has80 branches in Finland with annual revenue in Finland of ?,Tem80 filiais na Finlândia com receita anual na Finlândia de?,False,10,1,neutral
648,positive,The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,"O novo modelo de trabalho da fábrica e as reorganizações diminuiriam os custos da Nokian Tyres na fábrica em EUR 30 milhões (USD 38,7 milhões).",False,25,2,positive
1650,neutral,"The total investment necessary will be EUR40m , the company estimated .","O investimento total necessário será de EUR40 milhões, estimou a empresa.",False,11,1,neutral
1587,neutral,"Stora Enso Oyj said Friday it will sell its North American unit to NewPage , in a deal valued at euro1 .82 billion US$ 2.52 million .","A Stora Enso Oyj disse na sexta-feira que venderá sua unidade na América do Norte para a NewPage, em um negócio avaliado em € 1,82 bilhão e US $ 2,52 milhões.",False,31,1,neutral
4060,positive,The talks are aimed at restructuring operations and cutting costs .,As negociações visam à reestruturação das operações e redução de custos.,False,11,2,neutral
3825,neutral,The expansion will be delivered in the fourth quarter of 2006 .,A expansão será entregue no quarto trimestre de 2006.,False,9,1,neutral
4351,negative,"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .","De acordo com o registo comercial da Letónia, a Uponor Letónia fechou a vermelho com LVL 99.000 EUR 139.538,17 USD 194.556,48 num volume de negócios de LVL 2.346 milhões em 2009.",False,31,0,negative
243,positive,Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,"O lucro operacional aumentou para EUR 13,5 milhões de EUR 9,7 milhões no período correspondente em 2006.",False,17,2,positive
1208,positive,"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''","Os funcionários também estão mais preparados para atender ligações, pois já possuem informações detalhadas sobre quem ligou antes de atender o telefone. ''",False,23,2,positive
2561,neutral,STUK today is a full service house expert in radiation and nuclear safety issues .,A STUK hoje é especialista em questões de radiação e segurança nuclear.,False,12,1,neutral
1126,neutral,`` They want my credit card info and my personal details .,“Eles querem minhas informações de cartão de crédito e meus dados pessoais.,False,12,1,neutral
2040,positive,"The item included restructuring costs of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 .","A rubrica incluía custos de reestruturação de EUR1,6 milhões, enquanto no ano anterior eram de EUR13,1 milhões. O lucro por ação diluído ficou em € 0,3 contra uma perda por ação de € 0,1.",False,34,2,positive
483,positive,"Earnings per share EPS are seen at EUR 0.56 , up from EUR 0.38 .","O lucro por ação EPS é visto em EUR 0,56, acima dos EUR 0,38.",False,14,2,positive
2172,positive,"Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously .","A reutilização em garrafas PET também aumentou de forma constante e a taxa de uso de fitas adesivas aumentou novamente após uma queda em 2005, disse Petcore anteriormente.",False,28,2,positive
3916,neutral,The value of the multi-year agreement is over EUR 2mn a year .,O valor do acordo plurianual é superior a 2 milhões de euros por ano.,False,14,1,neutral
3601,negative,"In addition , the company will reduce a maximum of ten jobs .","Além disso, a empresa vai reduzir no máximo dez empregos.",False,10,0,negative
4819,negative,"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn .","O lucro operacional caiu para EUR 35,4 milhões de EUR 68,8 milhões em 2007, incluindo ganhos com vendas de navios de EUR 12,3 milhões.",False,24,0,negative
2850,neutral,"CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said .","A CS Cabot exporta 55% de sua produção principalmente para as fábricas da Goodyear, Bridgestone e Michelin na Polônia, bem como para a Michelin da Alemanha ou da Pirelli da Itália através do centro de logística da empresa em Paris, disse Stefan.",False,42,1,neutral
2774,neutral,"ALEXANDRIA , Va. , Dec. 22 -- United States Patent no. 7,854,608 , issued on Dec. 21 , was assigned to Outotec Oyj ( Espoo , Finland ) .","ALEXANDRIA, Va., 22 de dezembro - Patente dos Estados Unidos no. 7.854.608, emitido em 21 de dezembro, foi atribuído a Outotec Oyj (Espoo, Finlândia).",False,24,1,neutral
2215,positive,"The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America .","O quarto trimestre viu a Rapala voltar para um lucro antes dos impostos de 1,5 milhão de euros, ante perda de 1,2 milhão de euros no ano anterior, devido a um aumento de 30 por cento nas vendas para 44,8 milhões de euros, e um desempenho mais forte na América do Norte.",False,52,2,positive
2249,neutral,- Moody 's said it gave P A1 long-term senior unsecured and P P-1 short-term debt ratings to Finnish lender Aktia Bank 's EUR1bn USD1 .4 bn euro medium-term note EMTN program of 25 March 2011 .,"- A Moody's disse que deu ratings de dívida sênior de longo prazo sem garantia P A1 e P P-1 de curto prazo ao programa EMTN de notas de médio prazo de EUR1 bilhão do Aktia Bank, do banco finlandês, de 25 de março de 2011.",False,46,1,neutral
4273,negative,"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .","`` Há a questão de ladrões roubando-os de canteiros de obras '', disse Smith.",False,14,0,negative
3261,neutral,"The market share of Volkswagen passenger cars in Finland was 10.1 percent , Audi had a market share of 3.1 percent and Seat 's share was 0.9 percent .","A participação de mercado de automóveis de passageiros Volkswagen na Finlândia era de 10,1%, a Audi tinha uma participação de mercado de 3,1% e a da Seat era de 0,9%.",False,30,1,neutral
3769,neutral,The company did not distribute a dividend in 2005 .,A empresa não distribuiu dividendos em 2005.,False,7,1,neutral
1852,neutral,"So far the company has awarded more than $ 350,000 worth of tools and materials .","Até agora, a empresa concedeu mais de US $ 350.000 em ferramentas e materiais.",False,14,1,neutral
3250,neutral,"The huge bridge girders will be delivered to the site from our plant in Ylivieska , Finland .","As enormes vigas da ponte serão entregues no local a partir de nossa fábrica em Ylivieska, Finlândia.",False,17,1,neutral
4151,negative,Applying for summer work is seen as laborious and stressful .,Candidatar-se a um trabalho de verão é visto como trabalhoso e estressante.,False,12,0,negative
4271,neutral,"`` The biggest challenge was to make the piece look raw , '' Hansen said .","“O maior desafio foi fazer a peça parecer crua”, disse Hansen.",False,11,1,neutral
1576,neutral,"Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 % shareholding .","Rapala VMC Corporation Rapala, fabricante e distribuidora líder de equipamentos de pesca e artigos esportivos, é a principal proprietária da Peltonen com 80% das ações.",False,25,1,neutral
3021,neutral,"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .","A M-real, que faz parte do fabricante de papel finlandês Metsaliitto Group, deve divulgar seu relatório do segundo trimestre por volta das 12:00 EET em 5 de agosto de 2010.",False,30,1,neutral
4514,negative,stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .,lojas 16 de março de 2010 - O varejista finlandês de artigos de papelaria e presentes Tiimari HEL: TII1V disse ontem que cortará um total de 28 empregos em suas unidades Tiimari Retail Ltd e Gallerix Finland Ltd como resultado do fechamento de lojas.,False,44,0,negative
1290,neutral,"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 .","Destas ações 14.747.084 são detidas pela Empresa e o número de ações em circulação e direitos de voto inerentes às ações ascende, portanto, a 161.256.847.",False,25,1,neutral
3806,neutral,"The Division also includes joint sales , marketing and controlling functions for these units .","A Divisão também inclui vendas conjuntas, marketing e funções de controle para essas unidades.",False,14,1,neutral
1558,neutral,Nokian Tyres ' tyres are considered genuine winter tyres in Russia .,Os pneus da Nokian Tyres são considerados pneus de inverno genuínos na Rússia.,False,13,1,neutral
1478,neutral,6 October 2010 - Finnish paints and coatings company Tikkurila Oyj HEL : TIK1V announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .,6 de outubro de 2010 - A empresa finlandesa de tintas e revestimentos Tikkurila Oyj HEL: TIK1V anunciou hoje o lançamento do método Tikkurila ProHouse para proteção de superfícies de madeira por meio de tratamento com produtos à base de água Ultra Pro.,False,43,1,neutral
4315,neutral,"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , from where they will be delivered to VR for welding and assembly .","O contrato também inclui o corte e a afiação de peças de vagões nos centros de serviços de aço da Ruukki em Seinajoki e Raahe, de onde serão entregues à VR para soldagem e montagem.",False,35,1,neutral
940,positive,"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .","Os ganhos por ação no trimestre também foram maiores em relação ao ano anterior, de 0,33 eur contra 0,27, e acima das expectativas do mercado de 0,28 eur.",False,28,2,positive
3486,neutral,"According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad .","De acordo com o fundador e presidente do conselho da Scanfil finlandês, Jorma J. Takanen, a empresa precisa buscar crescimento no exterior.",False,22,1,positive
1982,positive,"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki .","Os mercados esperavam um desempenho ruim, e as ações da empresa subiram 6% a x20ac 23,89 US $ 33,84 nas negociações do início da tarde em Helsinque.",False,27,2,positive
1019,neutral,Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .,Ao todo 150 indivíduos com níveis de colesterol levemente elevados participaram da intervenção de quatro meses.,False,16,1,neutral
4765,negative,"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company .","As mudanças na situação do mercado e a acirrada competição de preços reduziram substancialmente a demanda por embalagens de pão fabricadas na fábrica de Kauhava, de acordo com a empresa.",False,30,0,negative
3919,neutral,"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries .","O aplicativo Web-Marela lida com convites para cotações, comparações de orçamentos, acordos, compras, inspeção de faturas, gerenciamento de estoque e entregas.",False,21,1,neutral
3479,negative,A total of 140 jobs will be reduced at the Raahe Steel Works .,Um total de 140 empregos serão reduzidos na Siderúrgica Raahe.,False,10,0,negative
3972,negative,Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,"O retorno sobre o investimento ROI foi de 4,1% em comparação com 43,8% no primeiro semestre de 2008.",False,18,0,negative
56,positive,Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,"As vendas da divisão de lojas de departamentos aumentaram 15% e as vendas da filial da loja de roupas Seppala aumentaram 8%. Enquanto isso, as vendas de Hobby Hall diminuíram 12%.",False,31,2,positive
102,positive,"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .","No entanto, Biohit estima que suas vendas líquidas totais continuarão a crescer em 2009 e que as tendências favoráveis nas vendas líquidas levarão a um lucro em 2009.",False,28,2,positive
813,positive,"According to Schmardin , Nordea will most likely try to win customers over from other pension fund providers .","De acordo com Schmardin, o Nordea provavelmente tentará conquistar clientes de outros fornecedores de fundos de pensão.",False,17,2,neutral
1252,neutral,It has several innovative small molecule and biological drug candidates at different stages of clinical development .,Possui várias pequenas moléculas inovadoras e candidatos a drogas biológicas em diferentes estágios de desenvolvimento clínico.,False,16,1,neutral
1765,positive,Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel & Strips to be delivered in 2007 .,A finlandesa KCI Konecranes recebeu um pedido de quatro guindastes de panela de metal quente pela produtora de aço indiana Bhushan Steel & Strips para entrega em 2007.,False,28,2,positive
2472,neutral,"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+∆rvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy .","Além da Tulikivi Corporation, ele também é atualmente membro do Conselho das seguintes empresas: Altia Corporation, J + ∆rvi-Suomen Portti Osuuskunta, Osuuskunta KPY, Profile Vehicles Oy e Voimatel Oy.",False,29,1,neutral
3748,neutral,The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .,"O braço de leasing do banco Nordea Liising terminou o ano com um lucro de 4,4 milhões de euros.",False,19,1,positive
4152,negative,ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,"O CEO da ArcelorMittal, Lakshmi Mittal, já cortou a produção em alguns fornos.",False,13,0,negative
2039,positive,The insurer anticipates its share in Nordea 's net profit to be significant .,A seguradora prevê que sua participação no lucro líquido da Nordea seja significativa.,False,13,2,neutral
3105,positive,Singapore in May 2011 1 July 2010 - Finnish air carrier Finnair Oyj ( HEL : FIA1S ) said today it will open a daily route to Singapore on 30 May 2011 as part of its growth strategy in Asia .,Cingapura em maio de 2011 1 de julho de 2010 - A transportadora aérea finlandesa Finnair Oyj (HEL: FIA1S) disse hoje que abrirá uma rota diária para Cingapura em 30 de maio de 2011 como parte de sua estratégia de crescimento na Ásia.,False,43,2,positive
4744,negative,The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,"A margem operacional da divisão Aker Yards Cruise & Ferries caiu de 8,3% para 6,4% no primeiro trimestre de 2007.",False,20,0,negative
2128,positive,It will also strengthen Ruukki 's offshore business .,Isso também fortalecerá os negócios offshore da Ruukki.,False,8,2,positive
1352,neutral,"The center offers a comprehensive range of device design services spanning from electronics , mechanics and software design to a full range of testing laboratory services .","O centro oferece uma ampla gama de serviços de design de dispositivos, que vão desde eletrônicos, mecânicos e design de software até uma gama completa de serviços de laboratório de teste.",False,31,1,neutral
3214,neutral,The divested stake represented about 2.7 m shares in Okmetic 's capital .,"A participação alienada representou cerca de 2,7 milhões de ações no capital da Okmetic.",False,14,1,neutral
3592,neutral,"However , the production is almost entirely very labor intensive and based on small investments only .","No entanto, a produção é quase inteiramente intensiva em mão de obra e baseada apenas em pequenos investimentos.",False,18,1,neutral
3646,neutral,"Liquid handling products include electronic and mechanical pipettes , disposable tips as well as pipette maintenance and calibration services for research institutions , healthcare and industrial laboratories .","Os produtos de manuseio de líquidos incluem pipetas eletrônicas e mecânicas, ponteiras descartáveis, bem como manutenção de pipetas e serviços de calibração para instituições de pesquisa, laboratórios de saúde e industriais.",False,31,1,neutral
2507,neutral,Net investment income,Renda líquida de investimento,False,4,1,neutral
4062,positive,"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .","O lucro operacional consolidado excluindo itens não recorrentes foi de EUR 30,6 milhões, acima dos EUR 29,6 milhões do ano anterior.",False,21,2,positive
4564,negative,"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .","O lucro operacional para o período de 12 meses diminuiu de EUR17,9 milhões, enquanto as vendas líquidas aumentaram de EUR58,3 milhões, em comparação com 2007.",False,25,0,negative
2786,neutral,"Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg .","Ao todo, a CapMan emprega aproximadamente 150 pessoas em Helsinque, Estocolmo, Copenhague, Oslo, Moscou e Luxemburgo.",False,16,1,neutral
2279,positive,"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .","mn, e lucro antes dos impostos para EUR 46,4 milhões de EUR 35,8 milhões no terceiro trimestre de 2006.",False,19,2,positive
1453,neutral,"Tikkurila has an interesting growth strategy , which we support .","Tikkurila tem uma estratégia de crescimento interessante, que apoiamos.",False,9,1,positive
3290,neutral,The orders are part of a long-term development plan of Latvijas Finieris .,Os pedidos fazem parte de um plano de desenvolvimento de longo prazo da Latvijas Finieris.,False,15,1,neutral
1371,neutral,The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,O evento pode ser acompanhado on-line através da página inicial finlandesa da Orion em  bem como através do serviço da web Kauppalehti Live em ,True,24,1,neutral
46,positive,"The agreement was signed with Biohit Healthcare Ltd , the UK-based subsidiary of Biohit Oyj , a Finnish public company which develops , manufactures and markets liquid handling products and diagnostic test systems .","O acordo foi assinado com a Biohit Healthcare Ltd, subsidiária da Biohit Oyj, com sede no Reino Unido, uma empresa pública finlandesa que desenvolve, fabrica e comercializa produtos de manuseio de líquidos e sistemas de teste de diagnóstico.",False,38,2,neutral
3692,neutral,"OVA Press has a 60 % stake in the joint venture , while IMSM holds a 40 % stake .","OVA Press tem 60% de participação na joint venture, enquanto a IMSM possui 40% de participação.",False,16,1,neutral
4665,negative,"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o","(ADPnews) - 21 de outubro de 2009 - A consultora de TI da Finlândia Tieto Oyj (HEL: TIE1V) disse hoje que seu lucro líquido caiu para 29,4 milhões de euros (43,9 milhões de dólares) nos primeiros nove meses de 2009, de 58,7 milhões de euros para o mesmo período o",False,50,0,negative
1944,positive,"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said .","Os investidores continuarão interessados nas ações da empresa, embora não sejam tão baratas, disse Affarsvarlden.",False,15,2,positive
1405,neutral,"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",O relatório continua a fornecer perfis detalhados de dez empresas europeias de especialidades químicas e breves perfis de outros jogadores importantes.,False,21,1,neutral
2675,neutral,Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .,Sua oferta também cobre serviços de localização relacionados à transferência de produção para os clientes da empresa finlandesa que já possuem produção no mercado asiático ou que decidiram transferir a produção para lá.,False,33,1,neutral
368,positive,"The airline has ordered nine Airbus A350-900 aircraft with deliveries from 2011 , and in doing so becomes the lead airline for the latest variant of Rolls-Royce Trent series engines , called the 1700 .","A companhia aérea encomendou nove aeronaves Airbus A350-900 com entregas a partir de 2011 e, ao fazer isso, torna-se a companhia aérea líder para a última variante dos motores da série Rolls-Royce Trent, chamada 1700.",False,35,2,positive
4446,positive,"The respondents praised Finnair 's reliability , Finnishness , and understanding of its target group .","Os entrevistados elogiaram a confiabilidade da Finnair, o finlandês e a compreensão de seu grupo-alvo.",False,15,2,positive
4642,negative,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,"O lucro consolidado antes dos impostos diminuiu 69,2% para EUR 41,0 milhões de EUR 133,1 milhões em 2007.",False,18,0,negative
2495,neutral,"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .","China Unicom, NYSE: CHU, HKSE: 0762 e SHSE: 600050, a segunda maior operadora de celular do país.",False,17,1,neutral
1874,neutral,`` People who enjoy mobile games are often the same customers who enjoy experimenting with new mobile services and content .,`` As pessoas que gostam de jogos móveis são geralmente os mesmos clientes que gostam de experimentar novos serviços e conteúdos móveis.,False,22,1,neutral
3523,neutral,"BAVARIA Industriekapital AG 's 2006 revenues were EUR 333 million , with an EBITDA of EUR 51 million .","As receitas da BAVARIA Industriekapital AG em 2006 foram de EUR 333 milhões, com um EBITDA de EUR 51 milhões.",False,20,1,neutral
2622,neutral,"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .","O teor de peixe das pepitas é de 85%, e o peixe vem do Canadá e da Finlândia.",False,18,1,neutral
2704,neutral,` Pulp and paper industries are growing in countries like China and Russia .,ʻAs indústrias de celulose e papel estão crescendo em países como China e Rússia.,False,14,1,positive
6,positive,"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn .","No terceiro trimestre de 2010, as vendas líquidas aumentaram 5,2% para EUR 205,5 milhões e o lucro operacional de 34,9% para EUR 23,5 milhões.",False,24,2,positive
2791,positive,"And earlier this month , the company signed a deal with India-based information technology services giant Wipro Technologies to transfer and sell its radio access related R&D activities in Berlin .","E no início deste mês, a empresa assinou um acordo com a gigante indiana de serviços de tecnologia da informação Wipro Technologies para transferir e vender suas atividades de P&D relacionadas ao acesso de rádio em Berlim.",False,37,2,neutral
3764,neutral,"The companies will divest to UPM Fray Bentos pulp mill and Forestal Oriental , a company specialising in eucalyptus cultivation .","As empresas irão alienar para a fábrica de celulose UPM Fray Bentos e para a Forestal Oriental, empresa especializada no cultivo de eucalipto.",False,23,1,neutral
1389,neutral,The new B shares carry the right to dividend and other shareholder rights with effect from today .,As novas ações B conferem o direito a dividendos e outros direitos de acionistas a partir de hoje.,False,18,1,neutral
4480,positive,"` After fixing our home-base , cutting costs and closing the non-profitable units , we are now looking at going forward , ' she said .","`Depois de consertar nossa base, cortar custos e fechar as unidades sem fins lucrativos, agora estamos olhando para o futuro ', disse ela.",False,23,2,positive
2531,neutral,"PCS Digital Guatemala has been using Tecnomen 's prepaid system in Telgua fixed networks as well as code division multiple access , or CDMA , and global system for mobile communication , or GSM , since 2003 .","A PCS Digital Guatemala usa o sistema pré-pago da Tecnomen nas redes fixas da Telgua, bem como o acesso múltiplo por divisão de código, ou CDMA, e o sistema global de comunicação móvel, ou GSM, desde 2003.",False,37,1,neutral
2897,neutral,"Foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries .",Os mercados de serviços de alimentação e bens de consumo são atendidos por aproximadamente 13.000 pessoas em 54 unidades de manufatura e vários escritórios de vendas em 33 países.,False,29,1,neutral
